Store,StoreTypeA,StoreTypeB,StoreTypeC,StoreTypeD,AssortmentA,AssortmentB,AssortmentC,Competition Distance,CompetitionOpenSinceMonth,CompetitionSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,promoInterval(from1-12)
1,0,0,1,0,1,0,0,1270,9,2008,0,,,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,1,0,0,570,11,2007,1,13,2010,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,0,1,0,0,14130,12,2006,1,14,2011,1,0,0,0,0,0,0,0,0,0,0,0
4,0,0,1,0,0,0,1,620,9,2009,0,,,0,0,0,0,0,0,0,0,0,0,0,0
5,1,0,0,0,1,0,0,29910,4,2015,0,,,0,0,0,0,0,0,0,0,0,0,0,0
6,1,0,0,0,1,0,0,310,12,2013,0,,,0,0,0,0,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,1,24000,4,2013,0,,,0,0,0,0,0,0,0,0,0,0,0,0
8,1,0,0,0,1,0,0,7520,10,2014,0,,,0,0,0,0,0,0,0,0,0,0,0,0
9,1,0,0,0,0,0,1,2030,8,2000,0,,,0,0,0,0,0,0,0,0,0,0,0,0
10,1,0,0,0,1,0,0,3160,9,2009,0,,,0,0,0,0,0,0,0,0,0,0,0,0
11,1,0,0,0,0,0,1,960,11,2011,1,1,2012,1,0,0,0,0,0,0,0,0,0,0,0
12,1,0,0,0,0,0,1,1070,,,1,13,2010,1,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,1,1,0,0,310,,,1,45,2009,0,1,0,0,0,0,0,0,0,0,0,0
14,1,0,0,0,1,0,0,1300,3,2014,1,40,2011,1,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,1,0,0,1,4110,3,2010,1,14,2011,1,0,0,0,0,0,0,0,0,0,0,0
16,1,0,0,0,0,0,1,3270,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0
17,1,0,0,0,1,0,0,50,12,2005,1,26,2010,1,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,1,0,0,1,13840,6,2010,1,14,2012,1,0,0,0,0,0,0,0,0,0,0,0
19,1,0,0,0,0,0,1,3240,,,1,22,2011,0,0,1,0,0,0,0,0,0,0,0,0
20,0,0,0,1,1,0,0,2340,5,2009,1,40,2014,1,0,0,0,0,0,0,0,0,0,0,0
21,0,0,1,0,0,0,1,550,10,1999,1,45,2009,1,0,0,0,0,0,0,0,0,0,0,0
22,1,0,0,0,1,0,0,1040,,,1,22,2012,1,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,1,1,0,0,4060,8,2005,0,,,0,0,0,0,0,0,0,0,0,0,0,0
24,1,0,0,0,0,0,1,4590,3,2000,1,40,2011,1,0,0,0,0,0,0,0,0,0,0,0
25,0,0,1,0,1,0,0,430,4,2003,0,,,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,1,1,0,0,2300,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0
27,1,0,0,0,1,0,0,60,1,2005,1,5,2011,1,0,0,0,0,0,0,0,0,0,0,0
28,1,0,0,0,1,0,0,1200,10,2014,1,6,2015,0,0,1,0,0,0,0,0,0,0,0,0
29,0,0,0,1,0,0,1,2170,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0
30,1,0,0,0,1,0,0,40,2,2014,1,10,2014,0,0,1,0,0,0,0,0,0,0,0,0
31,0,0,0,1,0,0,1,9800,7,2012,0,,,0,0,0,0,0,0,0,0,0,0,0,0
32,1,0,0,0,1,0,0,2910,,,1,45,2009,0,1,0,0,0,0,0,0,0,0,0,0
33,1,0,0,0,0,0,1,1320,5,2013,0,,,0,0,0,0,0,0,0,0,0,0,0,0
34,0,0,1,0,1,0,0,2240,9,2009,0,,,0,0,0,0,0,0,0,0,0,0,0,0
35,0,0,0,1,0,0,1,7660,10,2000,1,1,2012,1,0,0,0,0,0,0,0,0,0,0,0
36,1,0,0,0,0,0,1,540,6,2003,1,40,2014,1,0,0,0,0,0,0,0,0,0,0,0
37,0,0,1,0,1,0,0,4230,12,2014,0,,,0,0,0,0,0,0,0,0,0,0,0,0
38,0,0,0,1,1,0,0,1090,4,2007,0,,,0,0,0,0,0,0,0,0,0,0,0,0
39,1,0,0,0,1,0,0,260,10,2006,1,31,2013,0,1,0,0,0,0,0,0,0,0,0,0
40,1,0,0,0,1,0,0,180,,,1,45,2009,0,1,0,0,0,0,0,0,0,0,0,0
41,0,0,0,1,0,0,1,1180,,,1,31,2013,1,0,0,0,0,0,0,0,0,0,0,0
42,1,0,0,0,0,0,1,290,,,1,40,2011,1,0,0,0,0,0,0,0,0,0,0,0
43,0,0,0,1,1,0,0,4880,,,1,37,2009,1,0,0,0,0,0,0,0,0,0,0,0
44,1,0,0,0,1,0,0,540,6,2011,0,,,0,0,0,0,0,0,0,0,0,0,0,0
45,0,0,0,1,1,0,0,9710,2,2014,0,,,0,0,0,0,0,0,0,0,0,0,0,0
46,0,0,1,0,1,0,0,1200,9,2005,1,14,2011,1,0,0,0,0,0,0,0,0,0,0,0
47,1,0,0,0,0,0,1,270,4,2013,1,14,2013,1,0,0,0,0,0,0,0,0,0,0,0
48,1,0,0,0,1,0,0,1060,5,2012,0,,,0,0,0,0,0,0,0,0,0,0,0,0
49,0,0,0,1,0,0,1,18010,9,2007,0,,,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0,0,1,1,0,0,6260,11,2009,0,,,0,0,0,0,0,0,0,0,0,0,0,0
51,1,0,0,0,0,0,1,10570,7,2013,1,9,2011,1,0,0,0,0,0,0,0,0,0,0,0
52,0,0,0,1,0,0,1,450,4,2014,1,39,2010,1,0,0,0,0,0,0,0,0,0,0,0
53,1,0,0,0,0,0,1,30360,9,2013,0,,,0,0,0,0,0,0,0,0,0,0,0,0
54,0,0,0,1,0,0,1,7170,8,2014,1,5,2013,0,1,0,0,0,0,0,0,0,0,0,0
55,1,0,0,0,1,0,0,720,11,2004,0,,,0,0,0,0,0,0,0,0,0,0,0,0
56,0,0,0,1,0,0,1,6620,3,2012,1,10,2014,0,0,1,0,0,0,0,0,0,0,0,0
57,0,0,0,1,0,0,1,420,6,2014,0,,,0,0,0,0,0,0,0,0,0,0,0,0
58,1,0,0,0,0,0,1,7340,5,2008,1,27,2012,1,0,0,0,0,0,0,0,0,0,0,0
59,1,0,0,0,0,0,1,2840,6,2007,1,14,2011,1,0,0,0,0,0,0,0,0,0,0,0
60,0,0,0,1,0,0,1,5540,10,2009,0,,,0,0,0,0,0,0,0,0,0,0,0,0
61,1,0,0,0,0,0,1,350,12,2007,1,1,2012,1,0,0,0,0,0,0,0,0,0,0,0
62,1,0,0,0,1,0,0,2050,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0
63,0,0,1,0,0,0,1,3700,6,2010,1,18,2010,0,1,0,0,0,0,0,0,0,0,0,0
64,0,0,0,1,0,0,1,22560,,,1,14,2013,1,0,0,0,0,0,0,0,0,0,0,0
65,1,0,0,0,0,0,1,13840,5,2010,1,1,2012,1,0,0,0,0,0,0,0,0,0,0,0
66,0,0,0,1,1,0,0,7660,,,1,37,2009,1,0,0,0,0,0,0,0,0,0,0,0
67,1,0,0,0,0,0,1,410,2,2006,0,,,0,0,0,0,0,0,0,0,0,0,0,0
68,1,0,0,0,0,0,1,250,,,1,35,2012,0,0,1,0,0,0,0,0,0,0,0,0
69,0,0,1,0,0,0,1,1130,,,1,40,2011,1,0,0,0,0,0,0,0,0,0,0,0
70,0,0,1,0,0,0,1,4840,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0
71,1,0,0,0,1,0,0,17500,8,2008,1,37,2009,0,0,1,0,0,0,0,0,0,0,0,0
72,1,0,0,0,1,0,0,2200,12,2009,1,13,2010,1,0,0,0,0,0,0,0,0,0,0,0
73,1,0,0,0,0,0,1,1650,9,2008,0,,,0,0,0,0,0,0,0,0,0,0,0,0
74,1,0,0,0,1,0,0,330,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,0,1,0,0,1,22440,12,2013,0,,,0,0,0,0,0,0,0,0,0,0,0,0
76,0,0,0,1,0,0,1,19960,3,2006,0,,,0,0,0,0,0,0,0,0,0,0,0,0
77,0,0,0,1,0,0,1,1090,8,2009,1,10,2014,1,0,0,0,0,0,0,0,0,0,0,0
78,1,0,0,0,1,0,0,3510,11,2006,1,5,2013,0,1,0,0,0,0,0,0,0,0,0,0
79,1,0,0,0,1,0,0,3320,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0
80,0,0,0,1,1,0,0,7910,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0
81,1,0,0,0,1,0,0,2370,3,2011,1,40,2014,1,0,0,0,0,0,0,0,0,0,0,0
82,1,0,0,0,1,0,0,22390,4,2008,1,37,2009,1,0,0,0,0,0,0,0,0,0,0,0
83,1,0,0,0,1,0,0,2710,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0
84,1,0,0,0,0,0,1,11810,8,2014,0,,,0,0,0,0,0,0,0,0,0,0,0,0
85,0,1,0,0,1,0,0,1870,10,2011,0,,,0,0,0,0,0,0,0,0,0,0,0,0
86,1,0,0,0,1,0,0,480,2,2005,1,31,2013,1,0,0,0,0,0,0,0,0,0,0,0
87,1,0,0,0,1,0,0,560,12,2010,0,,,0,0,0,0,0,0,0,0,0,0,0,0
88,1,0,0,0,1,0,0,10690,10,2005,0,,,0,0,0,0,0,0,0,0,0,0,0,0
89,1,0,0,0,1,0,0,2380,7,2004,1,40,2014,1,0,0,0,0,0,0,0,0,0,0,0
90,1,0,0,0,1,0,0,330,11,2007,0,,,0,0,0,0,0,0,0,0,0,0,0,0
91,0,0,1,0,1,0,0,2410,,,1,35,2011,1,0,0,0,0,0,0,0,0,0,0,0
92,0,0,1,0,1,0,0,240,,,1,45,2009,0,1,0,0,0,0,0,0,0,0,0,0
93,1,0,0,0,1,0,0,16690,,,1,14,2011,1,0,0,0,0,0,0,0,0,0,0,0
94,0,0,0,1,0,0,1,14620,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0
95,1,0,0,0,1,0,0,1890,10,2014,0,,,0,0,0,0,0,0,0,0,0,0,0,0
96,1,0,0,0,1,0,0,8780,2,2005,1,37,2009,1,0,0,0,0,0,0,0,0,0,0,0
97,0,0,0,1,0,0,1,8980,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0
98,0,0,0,1,0,0,1,15140,12,2006,1,1,2012,1,0,0,0,0,0,0,0,0,0,0,0
99,0,0,1,0,0,0,1,2030,11,2003,1,22,2012,0,0,1,0,0,0,0,0,0,0,0,0
100,0,0,0,1,1,0,0,17930,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0
101,0,0,0,1,0,0,1,2440,,,1,22,2012,0,0,1,0,0,0,0,0,0,0,0,0
102,1,0,0,0,1,0,0,150,12,2007,1,10,2014,0,0,1,0,0,0,0,0,0,0,0,0
103,0,0,0,1,0,0,1,5210,5,2015,0,,,0,0,0,0,0,0,0,0,0,0,0,0
104,1,0,0,0,1,0,0,390,6,2009,0,,,0,0,0,0,0,0,0,0,0,0,0,0
105,1,0,0,0,0,0,1,6190,,,1,23,2013,0,0,1,0,0,0,0,0,0,0,0,0
106,1,0,0,0,1,0,0,1390,8,2013,0,,,0,0,0,0,0,0,0,0,0,0,0,0
107,1,0,0,0,1,0,0,1930,9,2009,0,,,0,0,0,0,0,0,0,0,0,0,0,0
108,0,0,0,1,0,0,1,2190,9,2003,0,,,0,0,0,0,0,0,0,0,0,0,0,0
109,1,0,0,0,0,0,1,3300,11,2010,0,,,0,0,0,0,0,0,0,0,0,0,0,0
110,1,0,0,0,0,0,1,46590,4,2013,0,,,0,0,0,0,0,0,0,0,0,0,0,0
111,0,0,0,1,0,0,1,7890,,,1,37,2009,1,0,0,0,0,0,0,0,0,0,0,0
112,1,0,0,0,1,0,0,1630,9,2009,0,,,0,0,0,0,0,0,0,0,0,0,0,0
113,0,0,0,1,0,0,1,20930,11,1999,0,,,0,0,0,0,0,0,0,0,0,0,0,0
114,0,0,1,0,1,0,0,4510,,,1,48,2011,0,0,1,0,0,0,0,0,0,0,0,0
115,0,0,0,1,0,0,1,5740,4,2007,1,40,2014,1,0,0,0,0,0,0,0,0,0,0,0
116,1,0,0,0,1,0,0,680,4,2013,0,,,0,0,0,0,0,0,0,0,0,0,0,0
117,1,0,0,0,1,0,0,3450,9,2011,0,,,0,0,0,0,0,0,0,0,0,0,0,0
118,0,0,0,1,0,0,1,3580,9,2012,0,,,0,0,0,0,0,0,0,0,0,0,0,0
119,1,0,0,0,0,0,1,2100,2,2010,0,,,0,0,0,0,0,0,0,0,0,0,0,0
120,0,0,0,1,1,0,0,2290,12,2014,1,37,2009,1,0,0,0,0,0,0,0,0,0,0,0
121,1,0,0,0,1,0,0,3570,11,2009,1,36,2013,0,0,1,0,0,0,0,0,0,0,0,0
122,1,0,0,0,0,0,1,58260,4,2013,0,,,0,0,0,0,0,0,0,0,0,0,0,0
123,1,0,0,0,1,0,0,16760,9,2011,0,,,0,0,0,0,0,0,0,0,0,0,0,0
124,1,0,0,0,1,0,0,1410,4,2003,0,,,0,0,0,0,0,0,0,0,0,0,0,0
125,1,0,0,0,1,0,0,760,12,2005,0,,,0,0,0,0,0,0,0,0,0,0,0,0
126,0,0,0,1,1,0,0,3370,10,2014,1,18,2011,0,1,0,0,0,0,0,0,0,0,0,0
127,0,0,0,1,1,0,0,1350,12,2005,1,13,2010,1,0,0,0,0,0,0,0,0,0,0,0
128,0,0,0,1,0,0,1,2000,,,1,1,2013,1,0,0,0,0,0,0,0,0,0,0,0
129,1,0,0,0,1,0,0,2460,,,1,14,2011,1,0,0,0,0,0,0,0,0,0,0,0
130,0,0,1,0,1,0,0,900,,,1,13,2010,1,0,0,0,0,0,0,0,0,0,0,0
131,0,0,1,0,1,0,0,920,7,2015,0,,,0,0,0,0,0,0,0,0,0,0,0,0
132,0,0,0,1,0,0,1,1040,,,1,27,2012,1,0,0,0,0,0,0,0,0,0,0,0
133,1,0,0,0,1,0,0,270,8,2013,1,10,2014,0,0,1,0,0,0,0,0,0,0,0,0
134,1,0,0,0,1,0,0,1200,9,2008,0,,,0,0,0,0,0,0,0,0,0,0,0,0
135,0,0,0,1,1,0,0,5190,,,1,1,2013,1,0,0,0,0,0,0,0,0,0,0,0
136,1,0,0,0,0,0,1,2200,12,2010,1,22,2012,0,1,0,0,0,0,0,0,0,0,0,0
137,1,0,0,0,1,0,0,1730,7,2015,1,40,2014,1,0,0,0,0,0,0,0,0,0,0,0
138,1,0,0,0,0,0,1,25360,10,2014,0,,,0,0,0,0,0,0,0,0,0,0,0,0
139,1,0,0,0,1,0,0,1700,1,2008,1,14,2011,1,0,0,0,0,0,0,0,0,0,0,0
140,1,0,0,0,0,0,1,1090,7,2010,1,1,2013,1,0,0,0,0,0,0,0,0,0,0,0
141,0,0,1,0,0,0,1,1540,,,1,22,2012,0,0,1,0,0,0,0,0,0,0,0,0
142,1,0,0,0,1,0,0,1090,7,2002,0,,,0,0,0,0,0,0,0,0,0,0,0,0
143,0,0,0,1,1,0,0,2930,12,2002,0,,,0,0,0,0,0,0,0,0,0,0,0,0
144,1,0,0,0,0,0,1,16570,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0
145,1,0,0,0,1,0,0,280,,,1,45,2009,0,1,0,0,0,0,0,0,0,0,0,0
146,0,0,0,1,0,0,1,8050,10,1961,1,48,2012,1,0,0,0,0,0,0,0,0,0,0,0
147,0,0,0,1,0,0,1,8540,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0
148,1,0,0,0,1,0,0,2090,12,2008,0,,,0,0,0,0,0,0,0,0,0,0,0,0
149,0,0,0,1,1,0,0,2610,7,2006,1,14,2011,1,0,0,0,0,0,0,0,0,0,0,0
150,0,0,1,0,0,0,1,31830,3,2010,0,,,0,0,0,0,0,0,0,0,0,0,0,0
151,0,0,0,1,0,0,1,4360,10,2005,0,,,0,0,0,0,0,0,0,0,0,0,0,0
152,1,0,0,0,1,0,0,1780,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0
153,1,0,0,0,1,0,0,16240,10,2000,1,18,2011,0,1,0,0,0,0,0,0,0,0,0,0
154,0,0,0,1,0,0,1,16420,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0
155,0,0,0,1,1,0,0,3050,,,1,35,2010,1,0,0,0,0,0,0,0,0,0,0,0
156,1,0,0,0,1,0,0,2020,2,2011,1,14,2011,0,0,1,0,0,0,0,0,0,0,0,0
157,1,0,0,0,0,0,1,2950,10,2004,0,,,0,0,0,0,0,0,0,0,0,0,0,0
158,0,0,0,1,0,0,1,11840,,,1,31,2009,0,1,0,0,0,0,0,0,0,0,0,0
159,0,0,0,1,1,0,0,8530,3,2013,0,,,0,0,0,0,0,0,0,0,0,0,0,0
160,0,0,0,1,0,0,1,17110,11,2005,0,,,0,0,0,0,0,0,0,0,0,0,0,0
161,1,0,0,0,0,0,1,2970,3,2005,0,,,0,0,0,0,0,0,0,0,0,0,0,0
162,0,0,0,1,0,0,1,5340,3,2012,1,13,2010,1,0,0,0,0,0,0,0,0,0,0,0
163,1,0,0,0,1,0,0,1480,4,2009,0,,,0,0,0,0,0,0,0,0,0,0,0,0
164,1,0,0,0,1,0,0,1160,9,2005,1,13,2010,1,0,0,0,0,0,0,0,0,0,0,0
165,1,0,0,0,1,0,0,3720,4,2005,1,13,2010,1,0,0,0,0,0,0,0,0,0,0,0
166,1,0,0,0,0,0,1,100,4,2014,1,31,2013,1,0,0,0,0,0,0,0,0,0,0,0
167,1,0,0,0,1,0,0,140,4,2008,0,,,0,0,0,0,0,0,0,0,0,0,0,0
168,1,0,0,0,1,0,0,12540,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0
169,0,0,0,1,1,0,0,980,7,2014,1,18,2014,0,1,0,0,0,0,0,0,0,0,0,0
170,1,0,0,0,1,0,0,1070,5,2015,1,14,2011,1,0,0,0,0,0,0,0,0,0,0,0
171,1,0,0,0,1,0,0,2640,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0
172,1,0,0,0,1,0,0,110,,,1,40,2014,1,0,0,0,0,0,0,0,0,0,0,0
173,1,0,0,0,1,0,0,350,12,2012,0,,,0,0,0,0,0,0,0,0,0,0,0,0
174,1,0,0,0,1,0,0,13090,,,1,22,2012,1,0,0,0,0,0,0,0,0,0,0,0
175,0,0,1,0,1,0,0,4130,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0
176,1,0,0,0,1,0,0,3770,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0
177,1,0,0,0,1,0,0,1250,2,2004,1,5,2013,0,1,0,0,0,0,0,0,0,0,0,0
178,0,0,0,1,1,0,0,1710,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0
179,1,0,0,0,0,0,1,480,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0
180,0,0,0,1,1,0,0,5800,9,2010,0,,,0,0,0,0,0,0,0,0,0,0,0,0
181,1,0,0,0,1,0,0,12610,3,2013,1,14,2011,1,0,0,0,0,0,0,0,0,0,0,0
182,0,0,0,1,0,0,1,1390,,,1,9,2011,0,0,1,0,0,0,0,0,0,0,0,0
183,1,0,0,0,1,0,0,9670,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0
184,0,0,0,1,0,0,1,3560,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0
185,0,0,0,1,0,0,1,1860,5,2015,0,,,0,0,0,0,0,0,0,0,0,0,0,0
186,1,0,0,0,1,0,0,290,10,2011,1,40,2014,1,0,0,0,0,0,0,0,0,0,0,0
187,1,0,0,0,0,0,1,19360,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0
188,0,0,0,1,1,0,0,850,,,1,18,2011,0,1,0,0,0,0,0,0,0,0,0,0
189,0,0,0,1,1,0,0,5760,7,2014,0,,,0,0,0,0,0,0,0,0,0,0,0,0
190,1,0,0,0,1,0,0,1470,12,2006,1,40,2014,1,0,0,0,0,0,0,0,0,0,0,0
191,1,0,0,0,1,0,0,1100,8,2013,1,40,2014,1,0,0,0,0,0,0,0,0,0,0,0
192,0,0,0,1,0,0,1,2770,3,2008,1,40,2014,1,0,0,0,0,0,0,0,0,0,0,0
193,1,0,0,0,1,0,0,520,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0
194,0,0,0,1,0,0,1,16970,,,1,5,2013,0,1,0,0,0,0,0,0,0,0,0,0
195,1,0,0,0,0,0,1,220,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0
196,0,0,1,0,1,0,0,3850,11,2005,1,14,2011,1,0,0,0,0,0,0,0,0,0,0,0
197,0,0,1,0,1,0,0,4210,3,2015,0,,,0,0,0,0,0,0,0,0,0,0,0,0
198,1,0,0,0,1,0,0,290,9,2002,1,13,2010,1,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,1,0,0,1,6360,12,2010,1,14,2012,0,0,1,0,0,0,0,0,0,0,0,0
200,1,0,0,0,1,0,0,1650,10,2000,0,,,0,0,0,0,0,0,0,0,0,0,0,0
201,0,0,0,1,1,0,0,20260,,,1,18,2014,0,0,1,0,0,0,0,0,0,0,0,0
202,0,0,0,1,0,0,1,5140,5,2010,0,,,0,0,0,0,0,0,0,0,0,0,0,0
203,0,0,1,0,0,0,1,490,11,2002,0,,,0,0,0,0,0,0,0,0,0,0,0,0
204,1,0,0,0,1,0,0,5630,12,2002,1,40,2014,1,0,0,0,0,0,0,0,0,0,0,0
205,1,0,0,0,1,0,0,110,12,2007,0,,,0,0,0,0,0,0,0,0,0,0,0,0
206,1,0,0,0,0,0,1,380,,,1,14,2012,1,0,0,0,0,0,0,0,0,0,0,0
207,1,0,0,0,1,0,0,6870,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0
208,0,0,1,0,1,0,0,300,4,2006,0,,,0,0,0,0,0,0,0,0,0,0,0,0
209,1,0,0,0,0,0,1,11680,9,2011,1,31,2013,1,0,0,0,0,0,0,0,0,0,0,0
210,0,0,0,1,1,0,0,970,11,1999,1,5,2013,0,1,0,0,0,0,0,0,0,0,0,0
211,1,0,0,0,0,0,1,350,11,2006,0,,,0,0,0,0,0,0,0,0,0,0,0,0
212,1,0,0,0,0,0,1,15050,9,2008,0,,,0,0,0,0,0,0,0,0,0,0,0,0
213,0,0,0,1,0,0,1,4030,3,2014,1,1,2014,1,0,0,0,0,0,0,0,0,0,0,0
214,0,0,0,1,1,0,0,8650,7,2013,1,10,2014,1,0,0,0,0,0,0,0,0,0,0,0
215,0,0,0,1,1,0,0,150,,,1,45,2009,0,1,0,0,0,0,0,0,0,0,0,0
216,0,0,1,0,1,0,0,190,,,1,45,2009,0,1,0,0,0,0,0,0,0,0,0,0
217,0,0,1,0,1,0,0,3150,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0
218,1,0,0,0,0,0,1,640,,,1,9,2011,0,0,1,0,0,0,0,0,0,0,0,0
219,1,0,0,0,1,0,0,1640,2,2013,0,,,0,0,0,0,0,0,0,0,0,0,0,0
220,1,0,0,0,1,0,0,1000,9,2008,0,,,0,0,0,0,0,0,0,0,0,0,0,0
221,0,0,0,1,0,0,1,13530,9,2013,0,,,0,0,0,0,0,0,0,0,0,0,0,0
